2026-08-01 22:34:14.856 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计', '销售总额', '统计华北地区的销售总额', '华北地区']
2026-08-01 23:22:21.020 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.province', name='province', type='varchar(50)', role='dimension', examples=['广东省', '浙江省', '四川省', '北京市', '上海市', '湖北省'], description='订单所属的省份名称。', alias=['省份', '省', '所在省份'], table_id='dim_region')])
2026-08-01 23:25:48.157 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '华北地区', '统计', '销售总额']
2026-08-01 23:26:01.154 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'销售收入', '交易额', '销售总额', '统计华北地区的销售总额', '销售金额', '华北地区', '成交额', '销售额', '统计'}
2026-08-01 23:26:02.323 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:26:14.433 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'销售总额', '统计华北地区的销售总额', '华北地区', '销售额', '地区', '统计'}
2026-08-01 23:26:15.343 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region'), ColumnInfo(id='dim_region.province', name='province', type='varchar(50)', role='dimension', examples=['广东省', '浙江省', '四川省', '北京市', '上海市', '湖北省'], description='订单所属的省份名称。', alias=['省份', '省', '所在省份'], table_id='dim_region')])
2026-08-01 23:26:19.970 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:26:19.971 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'销售总额', '华北', '统计华北地区的销售总额', '华北地区', '统计'}
2026-08-01 23:36:04.120 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '华北地区', '统计', '销售总额']
2026-08-01 23:36:17.165 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'GMV', '华北地区', '统计', '销售总额', '统计华北地区的销售总额', '交易总额', '销售额', '销售收入', '成交额'}
2026-08-01 23:36:18.289 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:36:21.423 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'销售金额', '华北地区', '统计', '销售总额', '统计华北地区的销售总额', '销售区域'}
2026-08-01 23:36:22.205 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region')])
2026-08-01 23:36:32.953 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:36:32.953 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'华北地区', '统计', '销售总额', '统计华北地区的销售总额', '华北'}
2026-08-01 23:39:43.720 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计', '销售总额', '统计华北地区的销售总额', '华北地区']
2026-08-01 23:40:02.354 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'销售收入', '销售总额', '销售金额', '统计华北地区的销售总额', '交易总额', '销售额', '华北地区', '统计', '成交额', '成交总额'}
2026-08-01 23:40:03.613 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:40:06.677 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'地区', '销售总额', '统计华北地区的销售总额', '销售额', '华北地区', '统计'}
2026-08-01 23:40:07.459 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region'), ColumnInfo(id='dim_region.province', name='province', type='varchar(50)', role='dimension', examples=['广东省', '浙江省', '四川省', '北京市', '上海市', '湖北省'], description='订单所属的省份名称。', alias=['省份', '省', '所在省份'], table_id='dim_region'), ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order')])
2026-08-01 23:40:13.002 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:40:13.003 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'销售总额', '统计华北地区的销售总额', '华北地区', '统计', '华北'}
2026-08-01 23:44:25.802 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['销售总额', '华北地区', '统计', '统计华北地区的销售总额']
2026-08-01 23:44:44.408 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:44:44.408 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'华北地区', '华北', '统计华北地区的销售总额', '销售总额', '统计'}
2026-08-01 23:47:29.012 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '统计', '华北地区', '销售总额']
2026-08-01 23:47:52.315 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'交易总额', '统计华北地区的销售总额', '成交金额', '华北地区', '销售总额', '统计', '销售额', '销售收入'}
2026-08-01 23:47:53.484 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:47:57.480 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:47:57.480 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'统计华北地区的销售总额', '华北', '华北地区', '销售总额', '统计'}
2026-08-01 23:49:31.193 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['华北地区', '统计', '统计华北地区的销售总额', '销售总额']
2026-08-01 23:49:45.352 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'统计华北地区的销售总额', '销售额', '交易总额', 'GMV', '销售总额', '成交额', '统计', '销售金额', '华北地区'}
2026-08-01 23:49:46.466 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:49:59.776 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'统计华北地区的销售总额', '销售额', '销售总额', '统计', '地区', '华北地区'}
2026-08-01 23:50:00.570 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region'), ColumnInfo(id='dim_region.province', name='province', type='varchar(50)', role='dimension', examples=['广东省', '浙江省', '四川省', '北京市', '上海市', '湖北省'], description='订单所属的省份名称。', alias=['省份', '省', '所在省份'], table_id='dim_region')])
2026-08-01 23:50:03.691 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-01 23:50:03.691 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'统计华北地区的销售总额', '销售总额', '统计', '华北', '华北地区'}
2026-08-01 23:51:12.899 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '统计', '华北地区', '销售总额']
2026-08-01 23:51:26.322 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'销售收入', '销售总额', '统计华北地区的销售总额', '交易总额', '成交额', 'GMV', '华北地区', '统计', '销售额'}
2026-08-01 23:51:27.433 | INFO     | app.agent.nodes.recall_metric:recall_metric:63 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-01 23:51:42.411 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'销售总额', '统计华北地区的销售总额', '销售区域', '销售金额', '华北地区', '统计'}
2026-08-01 23:51:43.207 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region')])
2026-08-01 23:51:53.511 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '销售']
2026-08-01 23:51:53.511 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'销售总额', '统计华北地区的销售总额', '华北地区', '统计', '销售'}
2026-08-01 23:51:53.550 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:69 - 检索结果：dict_values([{'id': 'dim_region.region_name.华北', 'value': '华北', 'column_id': 'dim_region.region_name'}])
2026-08-01 23:59:46.487 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['华北地区', '统计', '销售总额', '统计华北地区的销售总额']
2026-08-02 00:00:25.101 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-02 00:00:25.101 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'华北地区', '统计', '华北', '销售总额', '统计华北地区的销售总额'}
2026-08-02 00:01:09.929 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计', '统计华北地区的销售总额', '华北地区', '销售总额']
2026-08-02 00:01:39.094 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-02 00:01:39.094 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'华北', '华北地区', '统计华北地区的销售总额', '销售总额', '统计'}
2026-08-02 00:01:39.125 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:69 - 检索结果：dict_values([ValueInfo(id='dim_region.region_name.华北', value='华北', column_id='dim_region.region_name')])
2026-08-02 09:11:55.511 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计', '华北地区', '统计华北地区的销售总额', '销售总额']
2026-08-02 09:12:24.983 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '销售总额', '华北地区', '统计']
2026-08-02 09:12:42.641 | INFO     | app.agent.nodes.recall_metric:recall_metric:42 - 合并后的关键词：{'统计', '销售额', '统计华北地区的销售总额', '成交额', '销售金额', '销售总额', '华北地区', '销售收入'}
2026-08-02 09:13:59.383 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计华北地区的销售总额', '销售总额', '统计', '华北地区']
2026-08-02 09:14:19.397 | INFO     | app.agent.nodes.recall_metric:recall_metric:41 - 合并后的关键词：{'销售总额', '统计华北地区的销售总额', '成交额', '华北地区', '交易额', '统计', '销售额', '销售收入', 'GMV'}
2026-08-02 09:16:32.198 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['统计', '统计华北地区的销售总额', '销售总额', '华北地区']
2026-08-02 09:16:52.728 | INFO     | app.agent.nodes.recall_metric:recall_metric:41 - 合并后的关键词：{'销售总额', '交易总额', '成交金额', '华北地区', '销售收入', '销售金额', '统计华北地区的销售总额', '销售额', '统计'}
2026-08-02 09:16:54.387 | INFO     | app.agent.nodes.recall_metric:recall_metric:61 - 指标信息检索结果为:dict_values([MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])])
2026-08-02 09:19:19.216 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['销售总额', '统计华北地区的销售总额', '华北地区', '统计']
2026-08-02 09:19:29.933 | INFO     | app.agent.nodes.recall_metric:recall_metric:41 - 合并后的关键词：{'销售额', '统计华北地区的销售总额', '销售总额', 'GMV', '交易额', '成交金额', '统计', '销售金额', '华北地区'}
2026-08-02 09:19:31.006 | INFO     | app.agent.nodes.recall_metric:recall_metric:61 - 指标信息检索结果为:[MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])]
2026-08-02 09:46:14.815 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['华北地区', '销售总额', '统计', '统计华北地区的销售总额']
2026-08-02 09:46:32.032 | INFO     | app.agent.nodes.recall_metric:recall_metric:41 - 合并后的关键词：{'GMV', '统计华北地区的销售总额', '统计', '销售总额', '华北地区', '销售金额', '成交金额', '交易总额', '销售额'}
2026-08-02 09:46:34.120 | INFO     | app.agent.nodes.recall_metric:recall_metric:61 - 指标信息检索结果为:[MetricInfo(id='GMV', name='GMV', description='全称Gross Merchandise Value，表示所有订单的成交金额总和。', relevant_columns=['fact_order.order_amount'], alias=['成交总额', '订单总额']), MetricInfo(id='AOV', name='AOV', description='全称Average Order Value，客单价，平均每笔订单成交金额 = 总订单金额 / 订单总数', relevant_columns=['fact_order.order_amount', 'fact_order.order_id'], alias=['平均订单金额', '客单价'])]
2026-08-02 09:46:38.478 | INFO     | app.agent.nodes.recall_column:recall_column:56 - 合并后的关键字：{'统计华北地区的销售总额', '统计', '销售总额', '华北地区', '地区', '销售额'}
2026-08-02 09:46:39.201 | INFO     | app.agent.nodes.recall_column:recall_column:70 - 检索的字段信息：dict_values([ColumnInfo(id='fact_order.order_amount', name='order_amount', type='float', role='measure', examples=[8999.0, 6999.0, 125.0, 899.0, 60.0, 1399.0, 40.0, 299.0, 200.0, 9499.0], description='订单金额。', alias=['销售额', '订单金额', '收入'], table_id='fact_order'), ColumnInfo(id='fact_order.order_quantity', name='order_quantity', type='int', role='measure', examples=[1, 1, 5, 1, 12, 1, 8, 2, 8, 1], description='订单中商品的购买数量。', alias=['销量', '购买数量', '件数'], table_id='fact_order'), ColumnInfo(id='dim_region.region_name', name='region_name', type='varchar(50)', role='dimension', examples=['华南', '华东', '西南', '华北', '华东', '华中'], description='订单所属的大区名称，如华东、华南等。', alias=['地区', '区域', '大区'], table_id='dim_region'), ColumnInfo(id='dim_region.province', name='province', type='varchar(50)', role='dimension', examples=['广东省', '浙江省', '四川省', '北京市', '上海市', '湖北省'], description='订单所属的省份名称。', alias=['省份', '省', '所在省份'], table_id='dim_region')])
2026-08-02 09:46:41.866 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:41 - 大模型生成的关键字：['华北地区', '华北']
2026-08-02 09:46:41.867 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:48 - 合并后的关键字：{'统计华北地区的销售总额', '统计', '销售总额', '华北地区', '华北'}
2026-08-02 09:46:42.057 | INFO     | app.agent.nodes.recall_column_values:recall_column_values:64 - 检索结果：dict_values([ValueInfo(id='dim_region.region_name.华北', value='华北', column_id='dim_region.region_name')])
2026-08-02 14:10:29.757 | INFO     | app.agent.nodes.extact_keywords:extract_keywords:45 - 抽取的关键字列表：['销售总额', '统计华北地区的销售总额', '统计', '华北地区']
2026-08-02 14:10:44.802 | INFO     | app.agent.nodes.recall_metric:recall_metric:41 - 合并后的关键词：{'GMV', '销售额', '销售总额', '统计华北地区的销售总额', '统计', '华北地区', '交易总额', '销售收入', '成交额'}
